,userId,movieId,rating,timestamp
8332275,85912,47044,3.0,1343124797
14064992,146155,908,3.5,1310362739
16493606,171469,1408,3.5,1119092725
16264251,169016,3362,4.0,1169756148
18318393,190098,2126,3.5,1267547039
7505152,77444,44665,4.5,1295729990
11717480,121483,8464,3.0,1274212566
4435573,45780,33683,4.5,1336677505
12229695,126895,64614,5.0,1343004031
7080863,73109,6162,3.5,1112268222
25395719,264418,2539,4.0,940283095
8111525,83727,553,4.0,952121950
16281301,169189,1197,5.0,986157823
12605529,130818,150548,4.0,1452823314
15758518,163935,1183,5.0,966101538
1180164,12140,52,4.5,1335782364
13974292,145217,78266,4.0,1436644813
11665644,121022,3255,4.0,976158966
18489201,191861,2357,4.5,1379917330
16777679,174414,8783,2.5,1322258220
21649722,224866,1233,4.0,974891458
14504388,150771,1407,4.5,1142873555
17915680,186007,2012,4.0,959471589
23855290,247770,50,4.5,1053913629
8363445,86217,3299,1.0,1037351672
10872964,112363,96079,4.0,1406396645
24949453,259440,5218,3.0,1043599248
21263540,220869,1371,3.0,967992803
12177613,126298,163,3.5,1131387179
2173629,22593,39,2.0,854811628
24090108,250114,144,4.0,853831933
24946910,259404,8665,4.5,1200881630
15099648,157112,653,4.0,938625269
8029072,82796,616,3.0,853340993
17614957,182739,1584,2.5,1072386379
5938795,61161,5589,3.5,1457351749
25751295,267987,104,4.0,855849995
1239444,12720,791,3.0,833872805
11405425,118372,1381,2.0,1168864971
16650017,173124,711,1.0,878520841
21169619,219983,110,5.0,1445515311
1400683,14388,34405,5.0,1491092839
12645261,131270,1356,4.0,1363325763
12893176,133877,593,5.0,841415278
24901408,258935,55814,4.5,1333317062
13361309,138919,2174,2.5,1068588264
15473932,161052,247,4.0,974761170
7474864,77134,4621,3.0,1029511780
15739754,163696,318,5.0,848412931
19010643,197371,103366,1.0,1442309365
3137355,32743,2,5.0,833732079
13938201,144834,7846,2.5,1107221831
15529948,161629,86880,3.5,1494022083
10957014,113320,2671,4.0,944914887
3058316,31906,2700,1.5,1351469018
2794087,29032,31221,1.5,1137979510
20862287,216825,329,5.0,1462327191
4153722,43139,11,5.0,839518635
2710905,28129,2422,4.0,1232993692
6861946,70807,1721,4.0,1081319522
1095431,11157,260,5.0,993928498
8486375,87367,3359,3.0,1112507110
25237241,262711,81564,5.0,1295825674
13226760,137474,48385,2.0,1198059860
13521083,140572,78774,2.5,1485550840
19263303,200059,2150,3.0,939400148
626076,6335,5747,2.0,1437328323
22575397,234514,8464,4.0,1263271928
17755302,184252,2795,3.0,1083353756
21154549,219829,50,3.0,831883844
5211735,53693,43836,4.0,1441555794
2192311,22771,2643,2.0,1119915717
22470631,233276,553,5.0,955818486
23410390,243076,648,4.0,1132263923
16237672,168754,8532,1.5,1351652316
1022057,10389,1959,2.0,966708727
4287669,44500,597,3.5,1155499687
3476934,36201,648,4.0,903222275
3584673,37335,2273,5.0,912678906
7016308,72346,762,2.5,1276673549
15156831,157713,1625,4.0,875968156
19401831,201462,587,3.0,1228915990
11546505,119795,1029,4.0,841606170
18672317,193942,1,4.5,1155620390
10314502,106460,2150,3.0,908652438
3906933,40597,5060,4.5,1223179017
23974384,248894,157498,4.0,1498427936
25104494,261202,49651,1.0,1454377799
16596691,172488,3793,4.0,1254149516
2523432,26225,1529,2.0,891477710
19961249,207534,2296,3.5,1217412745
6143845,63289,8340,2.0,1418331318
1110029,11328,1257,2.0,1154964367
13881414,144250,3266,4.0,1238287195
18096,229,3281,5.0,1037128438
9089236,93857,72998,4.0,1305421201
22666356,235491,588,3.0,1167167293
20284430,210792,148206,2.5,1467113697
21663174,225044,2005,4.0,944990397
7501134,77411,95858,4.5,1496495259
1218311,12507,6711,3.0,1088958122
6832804,70571,1291,4.5,1256943775
18601145,193113,172,1.0,1005365665
22502063,233646,356,4.0,923951197
6396397,66026,6222,3.5,1298514501
5248700,54075,2003,3.5,1225838543
19929569,207179,266,3.0,832316305
23554859,244524,3967,3.0,1006559642
18291080,189795,79132,5.0,1448986544
6370444,65792,1277,2.0,945307300
10752971,111025,1010,1.0,1042608699
9628072,99291,4246,3.0,1111824202
2777885,28848,589,5.0,1279054428
2576534,26758,2959,4.5,1142620603
12696692,131760,79132,5.0,1387589212
11013558,113913,1914,4.0,1477674099
10702593,110497,31,2.5,1311961096
863329,8802,532,4.0,1001051587
24776523,257581,1616,3.0,903984718
25936027,270004,1136,4.0,940155802
14970596,155655,317,3.0,847626277
22548641,234178,34,4.0,849079191
6079132,62601,1270,4.0,945248743
22159987,230076,34319,3.0,1447796956
17428379,180875,2301,4.5,1087722634
2480309,25770,80906,5.0,1485373689
23020590,239075,54286,5.0,1479233807
4289859,44508,497,4.0,837147446
23950502,248676,1240,5.0,1412724318
7064870,72923,3697,3.0,1040935909
20106228,209102,924,4.0,1024809055
17083530,177372,114184,4.5,1448136073
21431951,222647,6706,4.5,1091226168
2792806,29030,648,4.0,1464264314
7086430,73160,1587,2.0,1189391231
1557400,16088,1136,2.0,1166387216
3422423,35579,3626,4.0,976166158
12046852,124936,1200,4.0,1474030635
17839250,185136,4963,4.0,1184084282
9965038,102717,919,3.0,1046614756
17587942,182465,1884,5.0,1435718284
6876679,70992,115617,2.5,1438701588
4889322,50322,3114,5.0,1473031134
6541818,67520,3391,3.0,1048310591
1924708,19944,2076,5.0,1200539336
15437807,160675,1370,3.0,1034355710
2600498,27047,5463,1.5,1168790288
6070751,62528,59315,3.5,1426475874
12526408,129978,3000,5.0,1434927982
97180,978,296,5.0,1167845790
3648464,38014,53956,3.5,1460245050
4377604,45244,148626,3.0,1459884828
1054017,10716,1225,3.5,1109171343
1857831,19264,2291,2.0,1449161736
10192621,105142,65216,3.0,1458792680
24445435,254035,912,4.5,1153781442
651387,6634,8369,3.0,1165962403
1291360,13210,4973,4.5,1235620510
22164106,230098,64030,4.0,1494975691
9658650,99666,48522,3.0,1181499462
22733528,236258,2571,5.0,1473926200
12393081,128550,901,4.0,998281428
17830515,185012,1080,4.0,1303854527
22759894,236516,7669,3.5,1356707841
9751422,100616,6333,4.0,1094638899
25108560,261224,76079,4.0,1311634549
7773726,80082,89967,3.5,1482944701
23838118,247549,552,4.0,893651733
6313187,65184,164909,4.0,1486486380
16606023,172628,256,3.0,834671196
9419037,97249,1449,4.0,1111975878
9045461,93382,3653,4.0,959960439
16821764,174784,3649,2.0,1045976740
3223050,33490,1951,4.5,1063285396
25614357,266590,130450,3.0,1474983723
15034674,156384,49772,3.5,1229294124
13945025,144919,47,3.5,1438469575
24737745,257167,1762,1.0,892133290
25384094,264287,381,3.5,1077920841
10022024,103394,356,5.0,843298171
16499519,171518,3755,3.0,981485991
7482449,77201,349,4.0,831826422
20849103,216681,4085,4.0,1111649699
22115554,229716,153,2.0,1220558536
16955213,176195,33679,1.5,1176266019
18487994,191853,318,4.0,1447362892
16388324,170358,1968,5.0,1445363612
25876580,269258,54286,4.0,1259737492
22307791,231521,1031,2.0,1427840964
21075073,219004,2905,5.0,1483830370
14252713,148002,42004,4.0,1151754906
18174494,188553,592,3.0,843738940
15964985,166092,63876,2.5,1428689735
233048,2490,1037,0.5,1098113093
21317594,221372,2739,3.0,957596489
6299643,65052,47,1.0,938585500
2785366,28934,8966,4.0,1107846663
20965620,217881,1213,4.0,1319752179
11879898,123210,56251,3.0,1234649963
24389991,253355,103042,3.0,1498386909
20377096,211796,3449,3.0,965004096
5063300,52155,7153,5.0,1481038047
9374509,96851,3082,2.0,965254471
2278310,23665,37729,4.0,1461595995
224264,2410,1274,3.0,971204324
3490763,36380,1136,0.5,1434196227
19489814,202404,1270,4.0,1491963669
10558132,108989,516,3.0,834482932
18193812,188749,168252,2.0,1492629736
7424149,76609,3740,1.0,1012505752
19225848,199638,4602,1.5,1102361716
20398272,212017,50059,2.0,1454915616
10049719,103684,2542,4.0,1199218035
18293688,189826,1552,3.0,948578343
6407273,66161,508,4.0,837360412
15076764,156845,370,4.0,1445989392
9205222,95059,356,5.0,838145490
12384277,128473,1967,3.5,1230439853
16385967,170336,296,4.0,966597447
7882764,81243,319,5.0,981326030
15809512,164402,3996,3.0,1486333945
12396847,128579,933,5.0,959639140
4266492,44260,3175,4.5,1446694925
21924125,227753,34532,3.5,1267648789
3466975,36096,292,4.0,1179078465
4510373,46309,356,4.0,1478564512
6377039,65866,5106,3.0,1052618222
19327178,200746,500,3.0,840472265
21558940,223972,2134,3.0,1454984864
16652303,173152,524,3.0,837523810
23112139,239952,59604,3.0,1295107800
11322097,117459,159093,4.0,1498641654
24085263,250058,117895,5.0,1463363757
2448200,25422,2478,4.0,958755577
6192638,63827,4775,0.5,1231261788
9249618,95486,6870,4.0,1115346210
16664731,173290,1866,3.0,942087072
10059784,103767,4929,3.0,1058125736
21061742,218864,72037,3.5,1416129168
8171250,84224,2502,4.0,938813780
11454812,118844,45,3.0,839934468
22062937,229086,515,5.0,832549366
14475313,150438,96588,4.5,1475715467
10734187,110832,1580,4.0,942688088
24768074,257477,8972,4.5,1137554778
10957388,113324,1012,4.0,944915707
4829810,49726,1,3.5,1181125863
12351093,128100,185,5.0,845536728
17600166,182617,2,2.5,1403156298
23643122,245428,543,3.0,849797869
12814630,132971,3797,3.0,1082981759
20685341,214949,3114,3.5,1112357619
662283,6767,4995,5.0,1473721409
2146817,22275,46965,2.0,1157649601
9581804,98806,292,4.0,835909948
16718754,173867,2858,4.0,974411016
14187518,147400,471,4.0,941935599
1862163,19317,6774,4.5,1418766861
10150020,104751,904,5.0,1468441295
7618713,78718,99728,3.0,1442538313
1690015,17586,19,1.0,1111550617
19237971,199754,2541,0.5,1059092965
20041316,208452,6016,4.0,1492376763
24402961,253491,1673,5.0,938658507
1239330,12720,222,4.0,833870241
5285702,54525,54001,3.5,1303957270
4358399,45106,700,4.0,1115051119
17681777,183427,367,3.0,996795378
6524953,67343,1331,3.0,975440632
1828342,18954,457,4.5,1239583051
18086202,187761,1147,5.0,965572926
13900668,144441,79132,5.0,1334024996
24423634,253735,2166,4.0,941441316
14573486,151449,52973,2.5,1201446341
20606070,214169,1206,5.0,1129174033
25977944,270402,2407,3.5,1374617077
12515391,129831,76251,4.0,1457345293
7692379,79401,2232,4.5,1313391420
9571175,98759,5237,5.0,1021247722
11885895,123280,1265,3.0,1447274889
21783846,226232,1939,5.0,908459236
4189832,43479,3565,4.0,1439743152
1580012,16403,47,4.5,1217652778
9064168,93601,30812,4.0,1340347597
2101617,21838,141,5.0,859025461
5187382,53459,1210,4.0,865887248
13723143,142572,2302,4.0,1259382373
22727086,236189,4203,3.0,1111479398
3916475,40718,1204,4.0,1094684729
15591096,162306,337,5.0,945894847
3713732,38684,89745,4.0,1476321001
1847277,19135,2125,2.0,946535652
13058759,135719,2529,3.5,1438704451
9492448,98001,1673,3.5,1425995155
16756893,174224,296,3.0,841419969
5935940,61145,1113,1.0,965038011
17087722,177421,173,3.5,1485016501
21398697,222252,139130,3.5,1469037905
20412855,212138,76251,4.0,1273777170
10059648,103767,4085,3.0,1058127986
258833,2667,5995,3.5,1260092138
17174985,178320,2959,4.5,1477776448
2315982,24025,98056,2.5,1459091586
18899395,196222,1196,3.0,1195760154
18376288,190723,5409,3.5,1170305979
24890187,258823,26231,5.0,1181860508
12451141,129184,333,4.0,913475740
6324842,65329,778,1.5,1225825548
6765293,69837,4673,3.0,1002867674
6267500,64652,3649,2.0,963922484
5221414,53801,11,2.5,1159237273
7188386,74147,524,5.0,994087730
8447011,86992,457,5.0,841846497
12650889,131342,2640,4.0,1218063491
17024911,176873,587,3.0,835335967
11725891,121558,350,5.0,849181805
10583730,109234,4308,5.0,1138993392
4219019,43772,318,4.0,1336921682
216959,2335,151,3.0,839493888
19237816,199754,960,3.0,1059092821
9702995,100129,5618,3.5,1289713364
21904464,227589,1320,2.5,1232276563
20354862,211489,1288,4.0,1065477120
10771277,111206,2011,4.5,1359757478
18578466,192880,2600,2.0,984044801
21979113,228303,2747,2.0,995160904
17180640,178373,6942,5.0,1446578526
12506410,129739,5,5.0,1363012381
4051716,42177,1258,2.0,993078146
1610131,16701,2706,4.0,1498450121
1075586,10969,4973,3.5,1447084560
13392231,139215,152017,2.0,1494432073
18967595,196954,4855,4.0,1048556788
22279702,231258,34532,4.0,1136069231
9315648,96217,7034,4.0,1236542379
11120285,115113,1704,4.5,1099579691
19975743,207707,1254,4.0,1441835027
6593726,68031,300,3.0,938947575
11045215,114219,4886,3.5,1447022164
5651195,58232,6539,3.5,1420661416
9045016,93382,2302,3.0,953946178
23718729,246216,2023,4.0,1261331408
14143178,146929,2384,3.5,1136407599
1338983,13799,1259,4.0,947753510
23632038,245288,143657,5.0,1493656346
17011712,176745,2640,4.0,1129673147
15907489,165479,3481,3.5,1335642152
4821044,49623,357,3.0,947977776
24247463,251865,2028,1.5,1209553125
19126747,198680,329,3.0,1354919336
13485302,140232,6796,4.5,1068503417
25055673,260660,4214,3.0,988797369
14261824,148095,367,3.0,843888839
9923814,102231,380,3.0,950810475
13602173,141440,4002,4.0,1111665038
21104596,219297,370,3.0,836247503
20104657,209075,5991,5.0,1041731436
12780126,132622,1372,2.5,1054388402
9775628,100877,3717,4.0,1447029130
15322365,159503,508,4.0,850676156
5422859,55884,27178,2.5,1312156678
11169055,115683,466,2.0,850829300
5496385,56678,1198,5.0,960487748
22749452,236396,5577,2.5,1054781765
13287641,138128,595,3.0,1225285917
17204278,178660,8874,5.0,1412202615
14696039,152800,1291,4.0,851005868
2136549,22191,1021,3.0,965250992
9724265,100341,137857,3.5,1490372075
20810919,216311,8798,3.0,1269471244
2855310,29746,95167,4.5,1459714429
23505723,243916,1777,4.0,1227473460
23663785,245648,4718,3.5,1109479929
335902,3574,3362,3.5,1170450018
24534247,255016,527,3.0,1057262817
246529,2555,94777,3.0,1427829168
24402851,253487,17,2.0,859311687
3553601,37024,1196,5.0,1091210481
21537762,223737,1488,3.5,1111490464
5061331,52121,4085,4.0,1012882759
15509450,161404,1983,1.0,929087469
18515135,192177,1727,4.0,939598557
8099483,83605,1186,2.0,957124012
3835907,39928,6947,3.0,1242894068
5537465,57081,2016,4.0,983648039
19254766,199937,8463,2.5,1171163157
19853429,206345,6686,1.5,1278927753
21986676,228392,4153,3.0,998910484
13303157,138301,2144,5.0,976728543
22203831,230436,3422,4.0,974826327
5820634,59862,104925,3.0,1399864906
22837757,237283,3156,2.0,1051202193
4736796,48691,919,5.0,942761629
25554204,265967,474,4.0,996624453
25080680,260970,7438,3.0,1262812876
5719441,58883,339,3.0,835312147
14415308,149805,592,4.0,860880460
18213515,188938,48394,4.5,1447979153
7635074,78852,3000,3.0,1383156048
22465647,233213,6333,4.0,1391032121
6099363,62824,2108,4.0,1479924839
1754570,18269,3986,4.5,1430689849
19093989,198325,3252,4.5,1447007416
106492,1092,2822,4.0,974609566
14212718,147611,64577,3.5,1241554882
25273609,263109,3619,2.0,974052018
1847982,19145,6709,2.0,1191996101
16409058,170549,2485,5.0,1289889602
9055911,93489,1301,2.0,1420600439
17201855,178623,159093,3.0,1494354435
3967927,41253,588,3.0,979840248
10130004,104477,3054,2.0,943397398
1191662,12245,4993,1.0,1110454856
7552637,77989,3897,4.0,1293755746
8170316,84217,122918,5.0,1500893033
10393103,107294,2105,4.0,1029879542
15656347,162853,30816,3.0,1141095529
19793490,205682,2146,1.0,942253627
15877026,165167,80549,1.5,1486435875
7917873,81593,3490,4.5,1454356689
3536925,36841,1284,4.0,949763416
9589238,98900,5945,2.5,1127778909
25723590,267733,3916,3.0,1436251954
2497025,25930,1892,5.0,1197495442
258930,2668,1097,4.0,943882452
17296868,179602,225,4.0,839009588
24058478,249810,249,4.0,1358126875
15010155,156137,1257,3.0,1110669705
11093618,114782,1952,3.0,947179124
10255133,105875,367,4.5,1455275849
3205296,33296,4084,2.0,981319638
20171337,209726,31658,3.5,1440278404
2113164,21947,112556,4.5,1479140429
25660459,267064,4914,4.0,1059079159
15763683,163979,3050,2.0,942238310
7931171,81726,1653,4.5,1439408283
21105312,219298,3526,4.0,1002823148
11039486,114171,3409,0.5,1165578975
14088599,146339,111235,3.0,1449530005
23749224,246542,8970,4.0,1221671423
19749880,205142,1227,5.0,939056637
19616657,203804,4226,3.0,1451083028
9977472,102856,2712,4.0,1186168301
16696491,173672,52885,3.5,1209369978
23373324,242648,480,4.0,852360598
7340472,75663,6333,4.0,1174250971
17543595,182046,2396,2.5,1158076902
3596204,37449,1347,5.0,978909158
5822446,59890,19,3.0,1394712586
2240535,23246,4306,3.5,1132126757
5725546,58949,370,4.0,838830780
7083992,73141,1020,3.5,1190191267
18046646,187375,4027,4.5,1265315266
16430153,170781,3418,5.0,979782917
15637211,162712,50068,3.5,1281195781
15887852,165291,1954,1.0,1002139704
14714621,152996,1370,2.5,1116301782
18215416,188967,5325,4.0,1043161014
17206814,178682,78039,4.0,1408940795
11951657,123912,5377,4.0,1187553446
11316738,117424,2,3.0,1282167483
19186129,199237,8644,5.0,1189089409
876626,8979,765,3.0,869076215
19524967,202773,494,5.0,866562092
21376195,222014,4700,1.5,1131558780
15488192,161215,72998,3.5,1438809338
11049482,114270,1266,3.0,941535238
21391275,222187,33493,3.5,1444677723
16163739,168102,562,2.0,975183316
21948467,228014,4975,4.0,1210025208
5661829,58371,539,3.0,975393960
8397496,86529,912,4.5,1158129187
16876181,175480,1262,5.0,1307668014
17573277,182322,5992,4.0,1133648882
11134924,115275,1667,4.0,887878394
14203651,147563,1263,2.0,993162515
23053256,239411,135569,4.5,1492222323
25169205,261872,78574,3.0,1430992570
22559929,234303,47610,3.5,1247360174
13126332,136397,4464,3.5,1295819710
721733,7348,6440,4.5,1341505828
23925221,248422,161,5.0,850136849
10444483,107819,51086,3.0,1444929213
15824602,164575,2657,3.0,974875078
24224589,251600,524,4.0,1298322887
17598389,182597,1961,4.0,1011888012
16533899,171964,1644,3.0,1065783036
5271047,54329,6365,2.5,1110378791
21426454,222600,5026,4.0,1019640102
10580010,109197,164765,5.0,1475655662
18611467,193223,750,5.0,998622712
16522845,171799,587,2.0,1321529141
22272616,231199,5995,5.0,1137203218
14231959,147775,2066,2.5,1120312501
22564871,234397,1464,5.0,1476391876
7347358,75747,1747,4.0,1071876992
13562874,141026,1206,3.5,1449445616
18884305,196116,85412,3.5,1476826195
15407383,160387,1580,4.0,995909266
21914172,227682,1089,4.0,1168885146
6684819,69055,592,2.0,841521847
6429539,66359,116797,4.0,1439756309
11108932,114981,3399,2.0,1052510401
17947740,186338,31658,5.0,1481246129
13130073,136426,116897,5.0,1476032663
22361830,232053,1882,2.0,974182017
11916618,123579,27773,4.5,1467896734
5563688,57296,5914,4.5,1363885722
25965276,270228,5902,3.5,1187710253
14369688,149254,319,4.0,862661446
7880539,81215,141,3.0,852734479
9000193,92885,2513,2.0,945501282
18970654,196983,216,4.0,845221799
1956646,20335,480,3.0,935273937
3982100,41387,448,5.0,841525499
17036110,176948,3173,4.0,974631370
13831975,143713,3165,4.0,1041926479
4131226,42950,1262,4.0,1181185734
10107260,104280,3897,3.5,1150992552
8780184,90532,1193,4.0,854125794
11787202,122297,61240,5.0,1330040981
14200519,147526,342,5.0,1299637886
15605015,162425,89864,3.5,1333488998
23854993,247767,1220,4.0,942791614
15037464,156416,59315,4.5,1468449053
20118143,209233,1100,3.0,1034955844
25931971,269940,1249,3.5,1365291235
23853337,247751,21,3.0,1000305870
23569692,244683,441,4.0,1182961729
21679672,225208,173,5.0,828723507
25520563,265646,41569,3.5,1143110722
23376024,242685,1097,5.0,1335050524
2937564,30622,64839,4.5,1458314894
16787022,174486,81229,2.5,1393563884
13983986,145323,97913,4.0,1442927728
2735728,28373,55094,3.0,1200348570
23020239,239068,4344,4.0,1100830911
10531787,108711,58559,2.5,1447951822
12766412,132490,724,4.0,962636719
16577393,172344,3510,4.0,1433584778
14778324,153716,2420,3.0,966658141
8791519,90645,3328,4.5,1055740031
17819303,184863,1265,5.0,994262011
20087844,208884,435,3.5,1067956623
11539580,119715,60,3.0,944917939
6146415,63301,1212,5.0,1144451763
18821490,195488,1097,3.0,1225250191
7526397,77698,4226,5.0,1463789584
5524105,56954,2140,3.0,1293368397
19834977,206099,51662,4.5,1306450638
12479911,129463,4056,5.0,984802429
18440378,191351,435,3.0,1084555142
16197485,168387,2012,4.0,1086798725
18386707,190834,5782,4.5,1376107272
15750249,163835,4027,4.0,1247885830
23185279,240619,5299,3.0,1479950744
11461851,118916,1688,5.0,1007317177
1325352,13628,30793,3.5,1460325076
8250511,85070,2420,4.0,1482979869
23558495,244562,4519,3.5,1111966863
13199384,137170,2288,5.0,969931791
11768704,122125,2020,4.0,1178593730
5245026,54045,1831,3.0,1079588481
17802532,184732,7451,4.0,1432984939
9768446,100810,2791,4.0,1094954664
9973849,102824,5900,2.0,1194622666
12669386,131471,410,3.0,1237723461
15208638,158271,3113,4.0,1011838975
6008371,61852,261,4.0,1500755269
6200840,63915,223,4.5,1459563489
2929979,30520,553,3.0,840641324
1563527,16170,931,4.0,976653071
4699736,48308,1196,4.0,1451763538
8102175,83642,5010,4.0,1042506053
20640810,214520,527,4.5,1148655483
21820253,226651,292,3.0,845678716
21653226,224905,306,3.0,840027421
3895127,40470,2378,4.5,1243395638
13160163,136737,83,2.0,975116130
12925473,134212,141,5.0,1474784149
2065444,21493,1193,5.0,941765858
23891849,248144,235,4.0,1146323455
2794648,29038,380,4.0,847165918
10599440,109370,96610,4.5,1437792251
22075267,229216,3751,4.0,1481925472
13258915,137815,912,5.0,946441495
2139590,22223,2662,4.0,1010178732
14837662,154291,3265,4.5,1104899885
23341553,242289,500,2.5,1142040137
9849308,101553,11,4.0,839424062
9162786,94642,968,4.0,1128481693
10572504,109128,47099,4.5,1395580417
19781698,205559,1704,3.5,1076319704
1633752,16948,67923,3.0,1260830768
17883964,185668,1207,4.0,879432593
7705865,79501,2354,3.0,1312684908
17967801,186579,8636,4.0,1089425307
24845250,258310,2336,4.0,1171784351
9306309,96077,7153,5.0,1295138719
22704959,235936,53121,3.5,1497286144
5734874,59073,527,4.0,1476080927
4680272,48049,46723,3.0,1283473604
527377,5416,44633,3.5,1480738940
25679797,267263,783,4.5,1306729857
9729032,100403,457,5.0,1492922138
11288815,117122,915,4.0,940705786
3653853,38066,1290,3.5,1171255359
12832178,133182,2083,2.0,1106879417
11609936,120421,1784,3.0,963678903
8593635,88630,2899,2.0,1090388780
18222263,189016,1278,3.0,1111480879
19648586,204099,1507,4.0,950024222
24745252,257255,39292,3.5,1199318237
13303424,138305,538,3.0,864910867
8804740,90791,45499,3.5,1360242729
8789059,90612,442,3.0,837768810
484706,4997,6807,4.5,1269155543
15413049,160420,4848,4.5,1070837237
7423945,76605,2278,4.0,1431639902
15520369,161519,5218,3.5,1245047890
24270998,252079,1784,2.0,1042578690
9789956,101013,2375,5.0,977719173
14543312,151149,1060,5.0,975631394
24706200,256806,2087,1.5,1228393131
7489534,77284,4002,3.0,1024069663
2762997,28646,6615,0.5,1081113624
13434499,139736,3107,4.0,1032463851
19649562,204101,4878,3.5,1361204711
3262616,33940,2727,2.5,1427987435
625581,6323,3469,5.0,992681390
20809019,216297,39427,4.0,1496439052
25226331,262613,281,2.0,834134604
9467587,97744,114713,0.5,1457517735
16103083,167521,4327,4.5,1130355772
11428902,118610,6016,3.0,1434407369
4810398,49525,4718,2.5,1455624380
9574100,98787,2327,2.0,1466835371
8907922,91888,2150,3.5,1191027109
4480464,46050,6874,4.0,1172750048
7627198,78802,2096,3.5,1225238022
6844104,70648,8534,3.0,1163773919
16297248,169358,4147,3.5,1059660253
1533063,15821,50,4.5,1422875931
24211080,251446,296,2.0,831745479
14345004,148994,2552,0.5,1196699089
16025742,166838,2131,4.0,939687838
963560,9802,3100,5.0,965347467
18367517,190640,86911,2.0,1459065811
5806058,59698,71468,4.5,1287493208
2587362,26896,1393,3.0,1113772357
8044855,83004,2706,1.0,1043354265
9589151,98900,5438,2.0,1068272152
9305137,96066,1777,3.0,979355200
23513757,244005,112852,2.0,1425312505
25106384,261208,7371,1.5,1498854604
6259708,64577,2997,3.0,1410086363
16227577,168662,5048,2.5,1226218302
19240350,199773,4973,5.0,1454005189
10733778,110831,589,5.0,1350130394
14543299,151149,786,3.0,975634447
12623318,130998,160,2.0,1100256877
14927776,155200,64,5.0,867343811
19881613,206717,1209,3.5,1112714633
25899827,269581,5418,3.5,1225251186
8513120,87708,5219,3.0,1452697678
8519830,87777,1250,4.5,1119112898
3088371,32191,1120,4.0,915116577
6783693,69990,172223,3.5,1500835220
13574400,141156,485,2.5,1131746924
19118462,198589,2429,1.0,950896886
6884098,71060,1772,2.0,992556333
24924736,259149,2746,3.5,1263670588
8922174,92082,5945,2.5,1177787939
3683979,38360,48780,3.5,1451051859
22848976,237399,592,3.0,847436386
18275145,189577,6374,3.0,1221658129
20911996,217322,1135,3.5,1209263021
9996785,103125,282,3.0,832877162
7673128,79234,5574,4.0,1130254700
3305105,34331,80549,3.0,1445064274
18232101,189126,544,1.5,1119811671
20646480,214562,661,4.5,1119552251
25282486,263212,1,2.0,940232951
16196350,168384,1172,4.5,1064026117
24932653,259268,1265,3.0,1451774656
14508954,150819,108932,5.0,1447011879
12120565,125702,108983,4.0,1485218280
19865191,206491,33794,3.5,1127968243
10401894,107378,196,2.0,1157805380
3052689,31868,44943,4.0,1248186067
